label_id	volume_micron_cubed	surface_area_micron_squared	ratio_percent
1.0	0.134	3.673	3.209580838
2.0	0.3956	16.907	9.475449102
3.0	1.105	12.11	26.46706587
4.0	0.1435	2.815	3.6917931569999998
5.0	0.4259	12.337	10.95703627
6.0	1.097	10.876	28.22227939
7.0	0.10893599999999999	3.031	4.585813513
8.0	0.145577	8.173	6.1282677329999995
9.0	0.648486	9.136000000000001	27.29892654
