label_id	volume_micron_cubed	surface_area_micron_squared	ratio_percent
1.0	0.1866	2.737	2.720275235
2.0	0.363	4.33	5.291853752
3.0	0.7869	5.492999999999999	11.47151437
4.0	0.3404	5.183	3.011323425
5.0	0.44966999999999996	5.97	3.9779723989999995
6.0	1.5028	9.463	13.29440906
7.0	0.21556999999999998	3.278	3.6689018989999997
8.0	0.35200000000000004	4.47	5.990877527
9.0	1.018	7.082999999999999	17.32589012
