label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels	organelle
1.0	2.676317582970884	5.295663222891153	1.6780920726265158	1.424	4.248	0.32	3.976	6.992	3.368	2262149.0	mitochondria
2.0	2.3998375218573567	5.966922085305681	1.1861442401788524	1.368	4.768	0.552	2.92	6.784	2.88	2233802.0	nucleus
3.0	2.9475650698693268	5.832103549018697	1.9402259779898376	1.216	0.584	0.0	5.056	7.144	3.52	20913612.0	plastid
