label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels	organelle
1.0	3.3822130522716347	2.602945556535666	0.9958812259619554	2.16	1.048	0.136	4.368	3.936	1.928	1211881.0	mitochondria
2.0	3.6079092233567986	2.0853172377835247	1.413427679030656	3.016	1.44	0.9440000000000001	4.248	2.7920000000000003	2.016	1417369.0	nucleus
3.0	3.1214962293857447	2.822800901404326	1.165597504465196	1.368	1.1520000000000001	0.48	5.04	4.296	1.944	12181437.0	plastid
